#	time(s)	count A	count B	count C	count D
2151	21.5100	5	112		
2152	21.5200	4	114		
2153	21.5300	4	116		
2154	21.5400	4	118		
2155	21.5500	4	119		
2156	21.5600	4	119		
2157	21.5700	4	119		
2158	21.5800	4	118		
2159	21.5900	3	117		
2160	21.6000	3	115		
2161	21.6100	3	112		
2162	21.6200	3	109		
2163	21.6300	2	106		
2164	21.6400	2	102		
2165	21.6500	2	97		
2166	21.6600	2	92		
2167	21.6700	2	87		
2168	21.6800	2	81		
2169	21.6900	2	74		
2170	21.7000	2	68		
2171	21.7100	2	60		
2172	21.7200	2	53		
2173	21.7300	2	46		
2174	21.7400	1	38		
2175	21.7500	1	30		
2176	21.7600	1	22		
2177	21.7700	1	14		
2178	21.7800	1	6		
2179	21.7900	1	-2		
2180	21.8000	1	-10		
2181	21.8100	1	-18		
2182	21.8200	1	-26		
2183	21.8300	1	-34		
2184	21.8400	2	-42		
2185	21.8500	2	-49		
2186	21.8600	2	-56		
2187	21.8700	2	-63		
2188	21.8800	2	-69		
2189	21.8900	2	-75		
2190	21.9000	2	-81		
2191	21.9100	2	-86		
2192	21.9200	2	-91		
2193	21.9300	2	-95		
2194	21.9400	2	-99		
2195	21.9500	3	-102		
2196	21.9600	3	-104		
2197	21.9700	3	-106		
2198	21.9800	3	-106		
2199	21.9900	4	-106		
2200	22.0000	4	-106		
2201	22.0100	4	-106		
2202	22.0200	4	-106		
2203	22.0300	4	-106		
2204	22.0400	4	-104		
2205	22.0500	4	-102		
2206	22.0600	5	-99		
2207	22.0700	5	-95		
2208	22.0800	5	-91		
2209	22.0900	5	-86		
2210	22.1000	5	-81		
2211	22.1100	6	-75		
2212	22.1200	6	-69		
2213	22.1300	6	-62		
2214	22.1400	6	-56		
2215	22.1500	6	-49		
2216	22.1600	6	-41		
2217	22.1700	6	-34		
2218	22.1800	6	-26		
2219	22.1900	6	-18		
2220	22.2000	6	-10		
2221	22.2100	6	-1		
2222	22.2200	6	7		
2223	22.2300	6	16		
2224	22.2400	6	24		
2225	22.2500	6	32		
2226	22.2600	6	40		
2227	22.2700	6	48		
2228	22.2800	6	56		
2229	22.2900	6	63		
2230	22.3000	6	70		
2231	22.3100	6	77		
2232	22.3200	6	84		
2233	22.3300	6	90		
2234	22.3400	6	95		
2235	22.3500	5	100		
2236	22.3600	5	105		
2237	22.3700	5	109		
2238	22.3800	5	113		
2239	22.3900	5	116		
2240	22.4000	4	119		
2241	22.4100	4	121		
2242	22.4200	4	122		
2243	22.4300	4	123		
2244	22.4400	4	124		
2245	22.4500	4	123		
2246	22.4600	4	122		
2247	22.4700	3	120		
2248	22.4800	3	118		
2249	22.4900	3	116		
2250	22.5000	3	112		
2251	22.5100	2	108		
2252	22.5200	2	104		
2253	22.5300	2	99		
2254	22.5400	2	94		
2255	22.5500	2	88		
2256	22.5600	2	82		
2257	22.5700	2	75		
2258	22.5800	2	68		
2259	22.5900	2	61		
2260	22.6000	2	53		
2261	22.6100	2	46		
2262	22.6200	1	38		
2263	22.6300	1	29		
2264	22.6400	1	21		
2265	22.6500	1	12		
2266	22.6600	1	4		
2267	22.6700	1	-4		
2268	22.6800	1	-13		
2269	22.6900	1	-21		
2270	22.7000	1	-29		
2271	22.7100	1	-37		
2272	22.7200	1	-45		
2273	22.7300	1	-53		
2274	22.7400	1	-60		
2275	22.7500	1	-67		
2276	22.7600	2	-73		
2277	22.7700	2	-80		
2278	22.7800	2	-85		
2279	22.7900	2	-90		
2280	22.8000	2	-95		
2281	22.8100	2	-100		
2282	22.8200	2	-103		
2283	22.8300	2	-106		
2284	22.8400	3	-106		
2285	22.8500	3	-106		
2286	22.8600	3	-106		
2287	22.8700	3	-106		
2288	22.8800	3	-106		
2289	22.8900	4	-106		
2290	22.9000	4	-106		
2291	22.9100	4	-106		
2292	22.9200	4	-106		
2293	22.9300	4	-105		
2294	22.9400	4	-102		
2295	22.9500	5	-98		
2296	22.9600	5	-94		
2297	22.9700	5	-88		
2298	22.9800	5	-83		
2299	22.9900	5	-77		
2300	23.0000	6	-71		
2301	23.0100	6	-64		
2302	23.0200	6	-57		
2303	23.0300	6	-49		
2304	23.0400	6	-42		
2305	23.0500	6	-34		
2306	23.0600	6	-25		
2307	23.0700	6	-17		
2308	23.0800	6	-9		
2309	23.0900	6	0		
2310	23.1000	6	8		
2311	23.1100	6	17		
2312	23.1200	6	26		
2313	23.1300	6	34		
2314	23.1400	6	42		
2315	23.1500	6	51		
2316	23.1600	6	59		
2317	23.1700	6	66		
2318	23.1800	6	74		
2319	23.1900	6	81		
2320	23.2000	6	87		
2321	23.2100	6	94		
2322	23.2200	6	99		
2323	23.2300	5	105		
2324	23.2400	5	110		
2325	23.2500	5	114		
2326	23.2600	5	118		
2327	23.2700	5	121		
2328	23.2800	4	123		
2329	23.2900	4	125		
2330	23.3000	4	127		
2331	23.3100	4	127		
2332	23.3200	4	128		
2333	23.3300	4	127		
2334	23.3400	4	126		
2335	23.3500	3	124		
2336	23.3600	3	122		
2337	23.3700	3	119		
2338	23.3800	3	116		
2339	23.3900	2	112		
2340	23.4000	2	107		
2341	23.4100	2	102		
2342	23.4200	2	96		
2343	23.4300	2	90		
2344	23.4400	2	84		
2345	23.4500	2	76		
2346	23.4600	2	69		
2347	23.4700	2	62		
2348	23.4800	2	54		
2349	23.4900	2	46		
2350	23.5000	2	37		
2351	23.5100	1	29		
2352	23.5200	1	20		
2353	23.5300	1	11		
2354	23.5400	1	2		
2355	23.5500	1	-6		
2356	23.5600	1	-15		
2357	23.5700	1	-24		
2358	23.5800	1	-32		
2359	23.5900	2	-40		
2360	23.6000	2	-48		
2361	23.6100	2	-56		
2362	23.6200	2	-64		
2363	23.6300	2	-70		
2364	23.6400	2	-77		
2365	23.6500	2	-84		
2366	23.6600	2	-90		
2367	23.6700	2	-95		
2368	23.6800	2	-100		
2369	23.6900	2	-104		
2370	23.7000	2	-106		
2371	23.7100	3	-106		
2372	23.7200	3	-106		
2373	23.7300	3	-106		
2374	23.7400	3	-106		
2375	23.7500	3	-106		
2376	23.7600	4	-106		
2377	23.7700	4	-106		
2378	23.7800	4	-106		
2379	23.7900	4	-106		
2380	23.8000	4	-106		
2381	23.8100	4	-106		
2382	23.8200	4	-105		
2383	23.8300	5	-101		
2384	23.8400	5	-96		
2385	23.8500	5	-91		
2386	23.8600	5	-85		
2387	23.8700	5	-79		
2388	23.8800	5	-72		
2389	23.8900	6	-65		
2390	23.9000	6	-58		
2391	23.9100	6	-50		
2392	23.9200	6	-42		
2393	23.9300	6	-33		
2394	23.9400	6	-25		
2395	23.9500	6	-16		
2396	23.9600	6	-7		
2397	23.9700	6	1		
2398	23.9800	6	10		
2399	23.9900	6	19		
2400	24.0000	6	28		
2401	24.0100	6	37		
2402	24.0200	6	45		
2403	24.0300	6	54		
2404	24.0400	6	62		
2405	24.0500	6	70		
2406	24.0600	6	77		
2407	24.0700	6	84		
2408	24.0800	6	91		
2409	24.0900	6	98		
2410	24.1000	5	103		
2411	24.1100	5	109		
2412	24.1200	5	114		
2413	24.1300	5	118		
2414	24.1400	5	122		
2415	24.1500	4	125		
2416	24.1600	4	128		
2417	24.1700	4	129		
2418	24.1800	4	131		
2419	24.1900	4	131		
2420	24.2000	4	131		
2421	24.2100	4	131		
2422	24.2200	3	130		
2423	24.2300	3	128		
2424	24.2400	3	125		
2425	24.2500	3	122		
2426	24.2600	3	118		
2427	24.2700	2	114		
2428	24.2800	2	109		
2429	24.2900	2	104		
2430	24.3000	2	98		
2431	24.3100	2	91		
2432	24.3200	2	84		
2433	24.3300	2	77		
2434	24.3400	2	70		
2435	24.3500	2	62		
2436	24.3600	2	54		
2437	24.3700	2	45		
2438	24.3800	2	37		
2439	24.3900	1	28		
2440	24.4000	1	19		
2441	24.4100	1	10		
2442	24.4200	1	1		
2443	24.4300	1	-8		
2444	24.4400	1	-17		
2445	24.4500	1	-26		
2446	24.4600	2	-35		
2447	24.4700	2	-43		
2448	24.4800	2	-52		
2449	24.4900	2	-60		
2450	24.5000	2	-67		
2451	24.5100	2	-74		
2452	24.5200	2	-81		
2453	24.5300	2	-88		
2454	24.5400	2	-94		
2455	24.5500	2	-99		
2456	24.5600	2	-104		
2457	24.5700	2	-106		
2458	24.5800	3	-106		
2459	24.5900	3	-106		
2460	24.6000	3	-106		
2461	24.6100	3	-106		
2462	24.6200	4	-106		
2463	24.6300	4	-106		
2464	24.6400	4	-106		
2465	24.6500	4	-106		
2466	24.6600	4	-106		
2467	24.6700	4	-106		
2468	24.6800	4	-106		
2469	24.6900	5	-106		
2470	24.7000	5	-106		
2471	24.7100	5	-103		
2472	24.7200	5	-98		
2473	24.7300	5	-92		
2474	24.7400	6	-86		
2475	24.7500	6	-80		
2476	24.7600	6	-73		
2477	24.7700	6	-66		
2478	24.7800	6	-58		
2479	24.7900	6	-50		
2480	24.8000	6	-42		
2481	24.8100	6	-33		
2482	24.8200	6	-24		
2483	24.8300	6	-15		
2484	24.8400	6	-6		
2485	24.8500	6	3		
2486	24.8600	6	12		
2487	24.8700	6	22		
2488	24.8800	6	30		
2489	24.8900	6	39		
2490	24.9000	6	48		
2491	24.9100	6	57		
2492	24.9200	6	65		
2493	24.9300	6	73		
2494	24.9400	6	81		
2495	24.9500	6	88		
2496	24.9600	6	95		
2497	24.9700	6	102		
2498	24.9800	5	108		
2499	24.9900	5	113		
2500	25.0000	5	118		
2501	25.0100	5	122		
2502	25.0200	5	126		
2503	25.0300	4	129		
2504	25.0400	4	131		
2505	25.0500	4	131		
2506	25.0600	4	131		
2507	25.0700	4	131		
2508	25.0800	4	131		
2509	25.0900	4	131		
2510	25.1000	3	131		
2511	25.1100	3	131		
2512	25.1200	3	128		
2513	25.1300	3	125		
2514	25.1400	3	121		
2515	25.1500	2	116		
2516	25.1600	2	111		
2517	25.1700	2	105		
2518	25.1800	2	99		
2519	25.1900	2	93		
2520	25.2000	2	86		
2521	25.2100	2	78		
2522	25.2200	2	70		
2523	25.2300	2	62		
2524	25.2400	2	53		
2525	25.2500	1	44		
2526	25.2600	1	36		
2527	25.2700	1	26		
2528	25.2800	1	17		
2529	25.2900	1	8		
2530	25.3000	1	-1		
2531	25.3100	1	-11		
2532	25.3200	1	-20		
2533	25.3300	1	-29		
2534	25.3400	2	-38		
2535	25.3500	2	-46		
2536	25.3600	2	-55		
2537	25.3700	2	-63		
2538	25.3800	2	-71		
2539	25.3900	2	-78		
2540	25.4000	2	-85		
2541	25.4100	2	-92		
2542	25.4200	2	-98		
2543	25.4300	2	-103		
2544	25.4400	2	-106		
2545	25.4500	2	-106		
2546	25.4600	3	-106		
2547	25.4700	3	-106		
2548	25.4800	3	-106		
2549	25.4900	3	-106		
2550	25.5000	4	-106		
2551	25.5100	4	-106		
2552	25.5200	4	-106		
2553	25.5300	4	-106		
2554	25.5400	4	-106		
2555	25.5500	4	-106		
2556	25.5600	4	-106		
2557	25.5700	5	-106		
2558	25.5800	5	-106		
2559	25.5900	5	-105		
2560	25.6000	5	-100		
2561	25.6100	5	-94		
2562	25.6200	6	-88		
2563	25.6300	6	-81		
2564	25.6400	6	-74		
2565	25.6500	6	-66		
2566	25.6600	6	-58		
2567	25.6700	6	-50		
2568	25.6800	6	-41		
2569	25.6900	6	-32		
2570	25.7000	6	-23		
2571	25.7100	6	-14		
2572	25.7200	6	-4		
2573	25.7300	6	5		
2574	25.7400	6	15		
2575	25.7500	6	24		
2576	25.7600	6	33		
2577	25.7700	6	42		
2578	25.7800	6	52		
2579	25.7900	6	60		
2580	25.8000	6	69		
2581	25.8100	6	77		
2582	25.8200	6	85		
2583	25.8300	6	92		
2584	25.8400	6	99		
2585	25.8500	6	106		
2586	25.8600	5	112		
2587	25.8700	5	117		
2588	25.8800	5	122		
2589	25.8900	5	127		
2590	25.9000	5	130		
2591	25.9100	4	131		
2592	25.9200	4	131		
2593	25.9300	4	131		
2594	25.9400	4	131		
2595	25.9500	4	131		
2596	25.9600	4	131		
2597	25.9700	4	131		
2598	25.9800	3	131		
2599	25.9900	3	131		
2600	26.0000	3	131		
2601	26.0100	3	128		
2602	26.0200	2	123		
2603	26.0300	2	119		
2604	26.0400	2	113		
2605	26.0500	2	107		
2606	26.0600	2	101		
2607	26.0700	2	94		
2608	26.0800	2	86		
2609	26.0900	2	79		
2610	26.1000	2	70		
2611	26.1100	2	62		
2612	26.1200	2	53		
2613	26.1300	1	44		
2614	26.1400	1	35		
2615	26.1500	1	25		
2616	26.1600	1	16		
2617	26.1700	1	6		
2618	26.1800	1	-3		
2619	26.1900	1	-13		
2620	26.2000	1	-22		
2621	26.2100	1	-32		
2622	26.2200	1	-41		
2623	26.2300	1	-50		
2624	26.2400	1	-59		
2625	26.2500	1	-67		
2626	26.2600	2	-75		
2627	26.2700	2	-82		
2628	26.2800	2	-89		
2629	26.2900	2	-96		
2630	26.3000	2	-102		
2631	26.3100	2	-106		
2632	26.3200	2	-106		
2633	26.3300	2	-106		
2634	26.3400	2	-106		
2635	26.3500	2	-106		
2636	26.3600	3	-106		
2637	26.3700	3	-106		
2638	26.3800	3	-106		
2639	26.3900	3	-106		
2640	26.4000	4	-106		
2641	26.4100	4	-106		
2642	26.4200	4	-106		
2643	26.4300	4	-106		
2644	26.4400	4	-106		
2645	26.4500	4	-106		
2646	26.4600	5	-106		
2647	26.4700	5	-106		
2648	26.4800	5	-102		
2649	26.4900	5	-96		
2650	26.5000	5	-90		
2651	26.5100	6	-82		
2652	26.5200	6	-75		
2653	26.5300	6	-67		
2654	26.5400	6	-59		
2655	26.5500	6	-50		
2656	26.5600	6	-41		
2657	26.5700	6	-32		
2658	26.5800	6	-22		
2659	26.5900	6	-13		
2660	26.6000	6	-3		
2661	26.6100	6	7		
2662	26.6200	6	16		
2663	26.6300	6	26		
2664	26.6400	6	36		
2665	26.6500	6	45		
2666	26.6600	6	54		
2667	26.6700	6	63		
2668	26.6800	6	72		
2669	26.6900	6	80		
2670	26.7000	6	88		
2671	26.7100	6	96		
2672	26.7200	6	103		
2673	26.7300	6	110		
2674	26.7400	5	116		
2675	26.7500	5	122		
2676	26.7600	5	127		
2677	26.7700	5	131		
2678	26.7800	5	131		
2679	26.7900	4	131		
2680	26.8000	4	131		
2681	26.8100	4	131		
2682	26.8200	4	131		
2683	26.8300	4	131		
2684	26.8400	4	131		
2685	26.8500	4	131		
2686	26.8600	3	131		
2687	26.8700	3	131		
2688	26.8800	3	131		
2689	26.8900	3	130		
2690	26.9000	2	126		
2691	26.9100	2	121		
2692	26.9200	2	115		
2693	26.9300	2	109		
2694	26.9400	2	102		
2695	26.9500	2	95		
2696	26.9600	2	87		
2697	26.9700	2	79		
2698	26.9800	2	71		
2699	26.9900	2	62		
2700	27.0000	2	53		
2701	27.0100	2	43		
2702	27.0200	2	34		
2703	27.0300	1	24		
2704	27.0400	1	14		
2705	27.0500	1	4		
2706	27.0600	1	-6		
2707	27.0700	1	-15		
2708	27.0800	1	-25		
2709	27.0900	2	-34		
2710	27.1000	2	-44		
2711	27.1100	2	-53		
2712	27.1200	2	-62		
2713	27.1300	2	-70		
2714	27.1400	2	-78		
2715	27.1500	2	-86		
2716	27.1600	2	-93		
2717	27.1700	2	-100		
2718	27.1800	2	-106		
2719	27.1900	2	-106		
2720	27.2000	2	-106		
2721	27.2100	2	-106		
2722	27.2200	3	-106		
2723	27.2300	3	-106		
2724	27.2400	3	-106		
2725	27.2500	3	-106		
2726	27.2600	4	-106		
2727	27.2700	4	-106		
2728	27.2800	4	-106		
2729	27.2900	4	-106		
2730	27.3000	4	-106		
2731	27.3100	4	-106		
2732	27.3200	4	-106		
2733	27.3300	5	-106		
2734	27.3400	5	-106		
2735	27.3500	5	-106		
2736	27.3600	5	-104		
2737	27.3700	5	-98		
2738	27.3800	6	-91		
2739	27.3900	6	-84		
2740	27.4000	6	-76		
2741	27.4100	6	-67		
2742	27.4200	6	-59		
2743	27.4300	6	-50		
2744	27.4400	6	-40		
2745	27.4500	6	-31		
2746	27.4600	6	-21		
2747	27.4700	6	-11		
2748	27.4800	6	-2		
2749	27.4900	6	8		
2750	27.5000	6	18		
2751	27.5100	6	29		
2752	27.5200	6	38		
2753	27.5300	6	48		
2754	27.5400	6	58		
2755	27.5500	6	67		
2756	27.5600	6	76		
2757	27.5700	6	84		
2758	27.5800	6	92		
2759	27.5900	6	100		
2760	27.6000	6	107		
2761	27.6100	5	114		
2762	27.6200	5	120		
2763	27.6300	5	126		
2764	27.6400	5	131		
2765	27.6500	5	131		
2766	27.6600	4	131		
2767	27.6700	4	131		
2768	27.6800	4	131		
2769	27.6900	4	131		
2770	27.7000	4	131		
2771	27.7100	4	131		
2772	27.7200	4	131		
2773	27.7300	3	131		
2774	27.7400	3	131		
2775	27.7500	3	131		
2776	27.7600	3	131		
2777	27.7700	3	131		
2778	27.7800	2	128		
2779	27.7900	2	123		
2780	27.8000	2	117		
2781	27.8100	2	110		
2782	27.8200	2	103		
2783	27.8300	2	96		
2784	27.8400	2	88		
2785	27.8500	2	80		
2786	27.8600	2	71		
2787	27.8700	2	62		
2788	27.8800	2	52		
2789	27.8900	2	42		
2790	27.9000	1	33		
2791	27.9100	1	22		
2792	27.9200	1	12		
2793	27.9300	1	2		
2794	27.9400	1	-8		
2795	27.9500	1	-18		
2796	27.9600	2	-28		
2797	27.9700	2	-38		
2798	27.9800	2	-47		
2799	27.9900	2	-56		
2800	28.0000	2	-66		
2801	28.0100	2	-74		
2802	28.0200	2	-82		
2803	28.0300	2	-90		
2804	28.0400	2	-98		
2805	28.0500	2	-104		
2806	28.0600	2	-106		
2807	28.0700	2	-106		
2808	28.0800	2	-106		
2809	28.0900	3	-106		
2810	28.1000	3	-106		
2811	28.1100	3	-106		
2812	28.1200	3	-106		
2813	28.1300	4	-106		
2814	28.1400	4	-106		
2815	28.1500	4	-106		
2816	28.1600	4	-106		
2817	28.1700	4	-106		
2818	28.1800	4	-106		
2819	28.1900	4	-106		
2820	28.2000	5	-106		
2821	28.2100	5	-106		
2822	28.2200	5	-106		
2823	28.2300	5	-106		
2824	28.2400	5	-106		
2825	28.2500	6	-99		
2826	28.2600	6	-92		
2827	28.2700	6	-84		
2828	28.2800	6	-76		
2829	28.2900	6	-68		
2830	28.3000	6	-59		
2831	28.3100	6	-49		
2832	28.3200	6	-40		
2833	28.3300	6	-30		
2834	28.3400	6	-20		
2835	28.3500	6	-10		
2836	28.3600	6	0		
2837	28.3700	6	11		
2838	28.3800	6	21		
2839	28.3900	6	31		
2840	28.4000	6	41		
2841	28.4100	6	51		
2842	28.4200	6	61		
2843	28.4300	6	70		
2844	28.4400	6	79		
2845	28.4500	6	88		
2846	28.4600	6	96		
2847	28.4700	6	104		
2848	28.4800	6	111		
2849	28.4900	5	118		
2850	28.5000	5	124		
2851	28.5100	5	130		
2852	28.5200	5	131		
2853	28.5300	5	131		
2854	28.5400	4	131		
2855	28.5500	4	131		
2856	28.5600	4	131		
2857	28.5700	4	131		
2858	28.5800	4	131		
2859	28.5900	4	131		
2860	28.6000	4	131		
2861	28.6100	3	131		
2862	28.6200	3	131		
2863	28.6300	3	131		
2864	28.6400	3	131		
2865	28.6500	3	131		
2866	28.6600	2	130		
2867	28.6700	2	125		
2868	28.6800	2	119		
2869	28.6900	2	112		
2870	28.7000	2	105		
2871	28.7100	2	97		
2872	28.7200	2	88		
2873	28.7300	2	80		
2874	28.7400	2	70		
2875	28.7500	2	61		
2876	28.7600	1	51		
2877	28.7700	1	41		
2878	28.7800	1	31		
2879	28.7900	1	21		
2880	28.8000	1	10		
2881	28.8100	1	0		
2882	28.8200	1	-10		
2883	28.8300	1	-21		
2884	28.8400	1	-31		
2885	28.8500	1	-41		
2886	28.8600	2	-50		
2887	28.8700	2	-60		
2888	28.8800	2	-69		
2889	28.8900	2	-78		
2890	28.9000	2	-86		
2891	28.9100	2	-94		
2892	28.9200	2	-102		
2893	28.9300	2	-106		
2894	28.9400	2	-106		
2895	28.9500	2	-106		
2896	28.9600	2	-106		
2897	28.9700	3	-106		
2898	28.9800	3	-106		
2899	28.9900	3	-106		
2900	29.0000	3	-106		
2901	29.0100	4	-106		
2902	29.0200	4	-106		
2903	29.0300	4	-106		
2904	29.0400	4	-106		
2905	29.0500	4	-106		
2906	29.0600	4	-106		
2907	29.0700	4	-106		
2908	29.0800	4	-106		
2909	29.0900	5	-106		
2910	29.1000	5	-106		
2911	29.1100	5	-106		
2912	29.1200	5	-106		
2913	29.1300	6	-100		
2914	29.1400	6	-93		
2915	29.1500	6	-85		
2916	29.1600	6	-77		
2917	29.1700	6	-68		
2918	29.1800	6	-58		
2919	29.1900	6	-49		
2920	29.2000	6	-39		
2921	29.2100	6	-29		
2922	29.2200	6	-18		
2923	29.2300	6	-8		
2924	29.2400	6	2		
2925	29.2500	6	13		
2926	29.2600	6	24		
2927	29.2700	6	34		
2928	29.2800	6	44		
2929	29.2900	6	54		
2930	29.3000	6	64		
2931	29.3100	6	74		
2932	29.3200	6	83		
2933	29.3300	6	92		
2934	29.3400	6	100		
2935	29.3500	6	108		
2936	29.3600	6	116		
2937	29.3700	5	122		
2938	29.3800	5	129		
2939	29.3900	5	131		
2940	29.4000	5	131		
2941	29.4100	5	131		
2942	29.4200	4	131		
2943	29.4300	4	131		
2944	29.4400	4	131		
2945	29.4500	4	131		
2946	29.4600	4	131		
2947	29.4700	4	131		
2948	29.4800	4	131		
2949	29.4900	3	131		
2950	29.5000	3	131		
2951	29.5100	3	131		
2952	29.5200	3	131		
2953	29.5300	2	131		
2954	29.5400	2	131		
2955	29.5500	2	127		
2956	29.5600	2	120		
2957	29.5700	2	113		
2958	29.5800	2	106		
2959	29.5900	2	98		
2960	29.6000	2	89		
2961	29.6100	2	80		
2962	29.6200	2	70		
2963	29.6300	2	60		
2964	29.6400	2	50		
2965	29.6500	2	40		
2966	29.6600	1	30		
2967	29.6700	1	19		
2968	29.6800	1	9		
2969	29.6900	1	-2		
2970	29.7000	1	-12		
2971	29.7100	1	-23		
2972	29.7200	1	-34		
2973	29.7300	2	-44		
2974	29.7400	2	-54		
2975	29.7500	2	-64		
2976	29.7600	2	-73		
2977	29.7700	2	-82		
2978	29.7800	2	-90		
2979	29.7900	2	-98		
2980	29.8000	2	-106		
2981	29.8100	2	-106		
2982	29.8200	2	-106		
2983	29.8300	2	-106		
2984	29.8400	2	-106		
2985	29.8500	2	-106		
2986	29.8600	3	-106		
2987	29.8700	3	-106		
2988	29.8800	3	-106		
2989	29.8900	3	-106		
2990	29.9000	4	-106		
2991	29.9100	4	-106		
2992	29.9200	4	-106		
2993	29.9300	4	-106		
2994	29.9400	4	-106		
2995	29.9500	4	-106		
2996	29.9600	4	-106		
2997	29.9700	4	-106		
2998	29.9800	5	-106		
2999	29.9900	5	-106		
3000	30.0000	5	-106		
3001	30.0100	5	-102		
3002	30.0200	6	-94		
3003	30.0300	6	-86		
3004	30.0400	6	-77		
3005	30.0500	6	-68		
3006	30.0600	6	-58		
3007	30.0700	6	-49		
3008	30.0800	6	-38		
3009	30.0900	6	-28		
3010	30.1000	6	-17		
3011	30.1100	6	-6		
3012	30.1200	6	4		
3013	30.1300	6	15		
3014	30.1400	6	26		
3015	30.1500	6	36		
3016	30.1600	6	47		
3017	30.1700	6	57		
3018	30.1800	6	67		
3019	30.1900	6	77		
3020	30.2000	6	86		
3021	30.2100	6	96		
3022	30.2200	6	104		
3023	30.2300	6	112		
3024	30.2400	6	120		
3025	30.2500	5	126		
3026	30.2600	5	131		
3027	30.2700	5	131		
3028	30.2800	5	131		
3029	30.2900	5	131		
3030	30.3000	4	131		
3031	30.3100	4	131		
3032	30.3200	4	131		
3033	30.3300	4	131		
3034	30.3400	4	131		
3035	30.3500	4	131		
3036	30.3600	4	131		
3037	30.3700	3	131		
3038	30.3800	3	131		
3039	30.3900	3	131		
3040	30.4000	3	131		
3041	30.4100	3	131		
3042	30.4200	2	131		
3043	30.4300	2	129		
3044	30.4400	2	122		
3045	30.4500	2	115		
3046	30.4600	2	107		
3047	30.4700	2	98		
3048	30.4800	2	89		
3049	30.4900	2	80		
3050	30.5000	2	70		
3051	30.5100	2	60		
3052	30.5200	2	50		
3053	30.5300	2	39		
3054	30.5400	2	29		
3055	30.5500	2	18		
3056	30.5600	2	7		
3057	30.5700	2	-4		
3058	30.5800	2	-15		
3059	30.5900	2	-26		
3060	30.6000	2	-36		
3061	30.6100	2	-47		
3062	30.6200	2	-57		
3063	30.6300	2	-67		
3064	30.6400	2	-76		
3065	30.6500	2	-85		
3066	30.6600	2	-94		
3067	30.6700	2	-102		
3068	30.6800	2	-106		
3069	30.6900	2	-106		
3070	30.7000	2	-106		
3071	30.7100	2	-106		
3072	30.7200	3	-106		
3073	30.7300	3	-106		
3074	30.7400	3	-106		
3075	30.7500	3	-106		
3076	30.7600	3	-106		
3077	30.7700	4	-106		
3078	30.7800	4	-106		
3079	30.7900	4	-106		
3080	30.8000	4	-106		
3081	30.8100	4	-106		
3082	30.8200	4	-106		
3083	30.8300	4	-106		
3084	30.8400	4	-106		
3085	30.8500	5	-106		
3086	30.8600	5	-106		
3087	30.8700	5	-106		
3088	30.8800	5	-106		
3089	30.8900	6	-103		
3090	30.9000	6	-95		
3091	30.9100	6	-86		
3092	30.9200	6	-77		
3093	30.9300	6	-68		
3094	30.9400	6	-58		
3095	30.9500	6	-48		
3096	30.9600	6	-38		
3097	30.9700	6	-27		
3098	30.9800	6	-16		
3099	30.9900	6	-5		
3100	31.0000	6	6		
3101	31.0100	6	17		
3102	31.0200	6	28		
3103	31.0300	6	39		
3104	31.0400	6	50		
3105	31.0500	6	60		
3106	31.0600	6	71		
3107	31.0700	6	80		
3108	31.0800	6	90		
3109	31.0900	6	99		
3110	31.1000	6	108		
3111	31.1100	6	116		
3112	31.1200	5	124		
3113	31.1300	5	130		
3114	31.1400	5	131		
3115	31.1500	5	131		
3116	31.1600	5	131		
3117	31.1700	4	131		
3118	31.1800	4	131		
3119	31.1900	4	131		
3120	31.2000	4	131		
3121	31.2100	4	131		
3122	31.2200	4	131		
3123	31.2300	4	131		
3124	31.2400	4	131		
3125	31.2500	3	131		
3126	31.2600	3	131		
3127	31.2700	3	131		
3128	31.2800	3	131		
3129	31.2900	2	131		
3130	31.3000	2	131		
3131	31.3100	2	130		
3132	31.3200	2	123		
3133	31.3300	2	116		
3134	31.3400	2	107		
3135	31.3500	2	98		
3136	31.3600	2	89		
3137	31.3700	2	80		
3138	31.3800	2	70		
3139	31.3900	2	60		
3140	31.4000	2	49		
3141	31.4100	2	38		
3142	31.4200	2	27		
3143	31.4300	2	16		
3144	31.4400	2	5		
3145	31.4500	2	-6		
3146	31.4600	2	-18		
3147	31.4700	2	-28		
3148	31.4800	2	-39		
3149	31.4900	2	-50		
3150	31.5000	2	-60		
3151	31.5100	2	-70		
3152	31.5200	2	-80		
3153	31.5300	2	-89		
3154	31.5400	2	-98		
3155	31.5500	2	-106		
3156	31.5600	2	-106		
3157	31.5700	2	-106		
3158	31.5800	2	-106		
3159	31.5900	2	-106		
3160	31.6000	3	-106		
3161	31.6100	3	-106		
3162	31.6200	3	-106		
3163	31.6300	3	-106		
3164	31.6400	3	-106		
3165	31.6500	4	-106		
3166	31.6600	4	-106		
3167	31.6700	4	-106		
3168	31.6800	4	-106		
3169	31.6900	4	-106		
3170	31.7000	4	-106		
