0.000750767,0.078124809,0.078124809,0.078124809,-0.000672843,0.078124809,-0.000704788,0.078124809,115.5588182,-0.023703577
0.000751726,0.078125899,0.078125899,0.078125899,-0.000675749,0.078125899,-0.000702031,0.078125899,115.5392845,0.023394109
0.00074775,0.078122453,0.078122453,0.078122453,-0.000681458,0.078122453,-0.000710515,0.078122453,115.5528888,-0.023101331
0.000752546,0.07812358,0.07812358,0.07812358,-0.000683563,0.07812358,-0.000707619,0.07812358,115.5487955,0.022775175
0.000747228,0.078124567,0.078124567,0.078124567,-0.000682473,0.078124567,-0.000708783,0.078124567,115.5576443,-0.022554399
0.00074774,0.078122769,0.078122769,0.078122769,-0.00068618,0.078122769,-0.000704005,0.078122769,115.5434381,0.022386075
0.000745459,0.078122974,0.078122974,0.078122974,-0.000685146,0.078122974,-0.0007076,0.078122974,115.5570424,-0.022104265
0.000745487,0.078121121,0.078121121,0.078121121,-0.000685472,0.078121121,-0.000709258,0.078121121,115.5470197,0.02174616
0.000746651,0.078123757,0.078123757,0.078123757,-0.000683591,0.078123757,-0.000706166,0.078123757,115.5505111,-0.021574975
0.000755116,0.07812818,0.07812818,0.07812818,-0.000676448,0.07812818,-0.00069676,0.07812818,115.5556278,0.021385194
0.000744704,0.078121605,0.078121605,0.078121605,-0.000684029,0.078121605,-0.00070584,0.078121605,115.5600221,-0.020584585
0.000753189,0.078124315,0.078124315,0.078124315,-0.000679987,0.078124315,-0.000701901,0.078124315,115.5476217,0.02068329
0.000746362,0.078123114,0.078123114,0.078123114,-0.000682212,0.078123114,-0.000705635,0.078123114,115.5564404,-0.020056726
0.000748979,0.078124064,0.078124064,0.078124064,-0.000681998,0.078124064,-0.000706008,0.078124064,115.5481936,0.020116807
0.000747228,0.078123738,0.078123738,0.078123738,-0.000684755,0.078123738,-0.00071154,0.078123738,115.5579453,-0.019359113
0.000744965,0.07812263,0.07812263,0.07812263,-0.000687195,0.07812263,-0.000709351,0.07812263,115.5490965,0.019215585
0.000741929,0.078121354,0.078121354,0.078121354,-0.000689151,0.078121354,-0.000708951,0.078121354,115.5528888,-0.019117356
0.000746297,0.078122825,0.078122825,0.078122825,-0.000689514,0.078122825,-0.000704993,0.078122825,115.552949,0.018721582
0.000744741,0.07812398,0.07812398,0.07812398,-0.00068699,0.07812398,-0.000707842,0.07812398,115.5525879,-0.018393994
0.000740783,0.078121559,0.078121559,0.078121559,-0.000688667,0.078121559,-0.000705989,0.078121559,115.5553268,0.018043996
0.000743279,0.078124772,0.078124772,0.078124772,-0.000682464,0.078124772,-0.000701863,0.078124772,115.5487353,-0.017690183
0.000746697,0.078126513,0.078126513,0.078126513,-0.000682371,0.078126513,-0.000699982,0.078126513,115.554153,0.01742077
0.000749808,0.078126253,0.078126253,0.078126253,-0.000683386,0.078126253,-0.000703018,0.078126253,115.5505111,-0.016938211
0.000745384,0.078124176,0.078124176,0.078124176,-0.000688545,0.078124176,-0.000703316,0.078124176,115.5517752,0.017032624
0.000741016,0.078124325,0.078124325,0.078124325,-0.000686003,0.078124325,-0.000703428,0.078124325,115.5549656,-0.016698838
0.000746911,0.078127445,0.078127445,0.078127445,-0.000685519,0.078127445,-0.000695633,0.078127445,115.5568317,0.016226769
0.000742683,0.07812141,0.07812141,0.07812141,-0.000692345,0.07812141,-0.000706939,0.07812141,115.5620988,-0.01611519
0.000746697,0.078124325,0.078124325,0.078124325,-0.000689859,0.078124325,-0.000702143,0.078124325,115.5550258,0.015905381
0.000744984,0.078127333,0.078127333,0.078127333,-0.000688564,0.078127333,-0.000704043,0.078127333,115.5519859,-0.015296937
0.000741677,0.078124166,0.078124166,0.078124166,-0.0007015,0.078124166,-0.000705598,0.078124166,115.5476217,0.01538086
0.000736471,0.078120003,0.078120003,0.078120003,-0.000701742,0.078120003,-0.000709714,0.078120003,115.5549656,-0.014776231
0.000744443,0.078126048,0.078126048,0.078126048,-0.000701631,0.078126048,-0.00070272,0.078126048,115.5526481,0.014547826
